study	transformed	untransformed	method
RS1	RS1_fevfvc_never_CHR1to22_SW_20191120.txt.gz	RS1_fevfvc_never_CHR1to22_SW_20200927.txt.gz	check
RS1	RS1_fvc_ever_CHR1to22_SW_20191120.txt.gz	RS1_fvc_ever_CHR1to22_SW_20200927.txt.gz	check
RS1	RS1_fvc_never_CHR1to22_SW_20191120.txt.gz	RS1_fvc_never_CHR1to22_SW_20200927.txt.gz	check
RS1	RS1_pef_ever_CHR1to22_SW_20191124.txt.gz	RS1_pef_ever_CHR1to22_SW_20200927.txt.gz	check
RS1	RS1_pef_never_CHR1to22_SW_20191124.txt.gz	RS1_pef_never_CHR1to22_SW_20200927.txt.gz	check
RS2	RS2_fev_ever_CHR1to22_SW_20191120.txt.gz	RS2_fev_ever_CHR1to22_SW_20200927.txt.gz	check
RS2	RS2_fev_never_CHR1to22_SW_20191120.txt.gz	RS2_fev_never_CHR1to22_SW_20200927.txt.gz	check
RS2	RS2_fevfvc_ever_CHR1to22_SW_20191120.txt.gz	RS2_fevfvc_ever_CHR1to22_SW_20200927.txt.gz	check
RS2	RS2_fevfvc_never_CHR1to22_SW_20191120.txt.gz	RS2_fevfvc_never_CHR1to22_SW_20200927.txt.gz	check
RS2	RS2_fvc_ever_CHR1to22_SW_20191120.txt.gz	RS2_fvc_ever_CHR1to22_SW_20200927.txt.gz	check
RS2	RS2_fvc_never_CHR1to22_SW_20191120.txt.gz	RS2_fvc_never_CHR1to22_SW_20200927.txt.gz	check
RS2	RS2_pef_ever_CHR1to22_SW_20191124.txt.gz	RS2_pef_ever_CHR1to22_SW_20200927.txt.gz	check
RS2	RS2_pef_never_CHR1to22_SW_20191124.txt.gz	RS2_pef_never_CHR1to22_SW_20200927.txt.gz	check
RS3	RS3_fev_ever_CHR1to22_SW_20191120.txt.gz	RS3_fev_ever_CHR1to22_SW_20200927.txt.gz	check
RS3	RS3_fev_never_CHR1to22_SW_20191120.txt.gz	RS3_fev_never_CHR1to22_SW_20200927.txt.gz	check
RS3	RS3_fevfvc_ever_CHR1to22_SW_20191120.txt.gz	RS3_fevfvc_ever_CHR1to22_SW_20200927.txt.gz	check
RS3	RS3_fevfvc_never_CHR1to22_SW_20191125.txt.gz	RS3_fevfvc_never_CHR1to22_SW_20200927.txt.gz	check
RS3	RS3_fvc_ever_CHR1to22_SW_20191125.txt.gz	RS3_fvc_ever_CHR1to22_SW_20200927.txt.gz	check
RS3	RS3_fvc_never_CHR1to22_SW_20191120.txt.gz	RS3_fvc_never_CHR1to22_SW_20200927.txt.gz	check
RS3	RS3_pef_ever_CHR1to22_SW_20191124.txt.gz	RS3_pef_ever_CHR1to22_SW_20200927.txt.gz	check
RS3	RS3_pef_never_CHR1to22_SW_20191124.txt.gz	RS3_pef_never_CHR1to22_SW_20200927.txt.gz	check
SAPALDIA_Edinburgh	SAPALDIA_Edinburgh_FEV1_nonsmk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Edinburgh_FEV1_nonsmk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Edinburgh	SAPALDIA_Edinburgh_FEV1_smk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Edinburgh_FEV1_smk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Edinburgh	SAPALDIA_Edinburgh_FF_nonsmk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Edinburgh_FF_nonsmk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Edinburgh	SAPALDIA_Edinburgh_FF_smk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Edinburgh_FF_smk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Edinburgh	SAPALDIA_Edinburgh_FVC_nonsmk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Edinburgh_FVC_nonsmk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Edinburgh	SAPALDIA_Edinburgh_FVC_smk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Edinburgh_FVC_smk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Gabriel	SAPALDIA_Gabriel_FEV1_nonsmk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Gabriel_FEV1_nonsmk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Gabriel	SAPALDIA_Gabriel_FEV1_smk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Gabriel_FEV1_smk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Gabriel	SAPALDIA_Gabriel_FF_nonsmk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Gabriel_FF_nonsmk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Gabriel	SAPALDIA_Gabriel_FF_smk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Gabriel_FF_smk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Gabriel	SAPALDIA_Gabriel_FVC_nonsmk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Gabriel_FVC_nonsmk_untransformed_AJ_16092020.txt.gz	check
SAPALDIA_Gabriel	SAPALDIA_Gabriel_FVC_smk_CHR1_22_AJ_02032020.txt.gz	SAPALDIA_Gabriel_FVC_smk_untransformed_AJ_16092020.txt.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR1_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR1_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR10_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR10_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR11_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR11_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR12_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR12_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR13_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR13_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR14_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR14_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR15_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR15_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR16_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR16_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR17_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR17_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR18_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR18_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR19_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR19_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR2_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR2_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR20_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR20_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR21_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR21_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR22_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR22_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR3_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR3_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR4_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR4_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR5_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR5_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR6_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR6_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR7_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR7_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR8_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR8_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHR9_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHR9_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHRX_females_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHRX_females_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_nonsmk_CHRX_males_SW_16092020.gz	SHIP-1_FEV1_nonsmk_CHRX_males_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR1_SW_16092020.gz	SHIP-1_FEV1_smk_CHR1_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR10_SW_16092020.gz	SHIP-1_FEV1_smk_CHR10_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR11_SW_16092020.gz	SHIP-1_FEV1_smk_CHR11_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR12_SW_16092020.gz	SHIP-1_FEV1_smk_CHR12_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR13_SW_16092020.gz	SHIP-1_FEV1_smk_CHR13_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR14_SW_16092020.gz	SHIP-1_FEV1_smk_CHR14_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR15_SW_16092020.gz	SHIP-1_FEV1_smk_CHR15_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR16_SW_16092020.gz	SHIP-1_FEV1_smk_CHR16_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR17_SW_16092020.gz	SHIP-1_FEV1_smk_CHR17_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR18_SW_16092020.gz	SHIP-1_FEV1_smk_CHR18_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR19_SW_16092020.gz	SHIP-1_FEV1_smk_CHR19_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR2_SW_16092020.gz	SHIP-1_FEV1_smk_CHR2_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR20_SW_16092020.gz	SHIP-1_FEV1_smk_CHR20_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR21_SW_16092020.gz	SHIP-1_FEV1_smk_CHR21_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR22_SW_16092020.gz	SHIP-1_FEV1_smk_CHR22_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR3_SW_16092020.gz	SHIP-1_FEV1_smk_CHR3_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR4_SW_16092020.gz	SHIP-1_FEV1_smk_CHR4_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR5_SW_16092020.gz	SHIP-1_FEV1_smk_CHR5_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR6_SW_16092020.gz	SHIP-1_FEV1_smk_CHR6_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR7_SW_16092020.gz	SHIP-1_FEV1_smk_CHR7_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR8_SW_16092020.gz	SHIP-1_FEV1_smk_CHR8_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHR9_SW_16092020.gz	SHIP-1_FEV1_smk_CHR9_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHRX_females_SW_16092020.gz	SHIP-1_FEV1_smk_CHRX_females_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFEV1_smk_CHRX_males_SW_16092020.gz	SHIP-1_FEV1_smk_CHRX_males_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR1_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR1_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR10_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR10_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR11_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR11_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR12_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR12_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR13_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR13_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR14_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR14_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR15_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR15_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR16_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR16_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR17_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR17_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR18_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR18_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR19_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR19_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR2_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR2_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR20_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR20_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR21_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR21_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR22_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR22_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR3_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR3_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR4_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR4_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR5_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR5_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR6_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR6_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR7_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR7_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR8_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR8_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHR9_SW_16092020.gz	SHIP-1_FF_nonsmk_CHR9_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHRX_females_SW_16092020.gz	SHIP-1_FF_nonsmk_CHRX_females_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_nonsmk_CHRX_males_SW_16092020.gz	SHIP-1_FF_nonsmk_CHRX_males_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR1_SW_16092020.gz	SHIP-1_FF_smk_CHR1_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR10_SW_16092020.gz	SHIP-1_FF_smk_CHR10_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR11_SW_16092020.gz	SHIP-1_FF_smk_CHR11_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR12_SW_16092020.gz	SHIP-1_FF_smk_CHR12_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR13_SW_16092020.gz	SHIP-1_FF_smk_CHR13_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR14_SW_16092020.gz	SHIP-1_FF_smk_CHR14_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR15_SW_16092020.gz	SHIP-1_FF_smk_CHR15_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR16_SW_16092020.gz	SHIP-1_FF_smk_CHR16_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR17_SW_16092020.gz	SHIP-1_FF_smk_CHR17_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR18_SW_16092020.gz	SHIP-1_FF_smk_CHR18_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR19_SW_16092020.gz	SHIP-1_FF_smk_CHR19_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR2_SW_16092020.gz	SHIP-1_FF_smk_CHR2_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR20_SW_16092020.gz	SHIP-1_FF_smk_CHR20_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR21_SW_16092020.gz	SHIP-1_FF_smk_CHR21_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR22_SW_16092020.gz	SHIP-1_FF_smk_CHR22_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR3_SW_16092020.gz	SHIP-1_FF_smk_CHR3_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR4_SW_16092020.gz	SHIP-1_FF_smk_CHR4_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR5_SW_16092020.gz	SHIP-1_FF_smk_CHR5_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR6_SW_16092020.gz	SHIP-1_FF_smk_CHR6_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR7_SW_16092020.gz	SHIP-1_FF_smk_CHR7_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR8_SW_16092020.gz	SHIP-1_FF_smk_CHR8_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHR9_SW_16092020.gz	SHIP-1_FF_smk_CHR9_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHRX_females_SW_16092020.gz	SHIP-1_FF_smk_CHRX_females_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFF_smk_CHRX_males_SW_16092020.gz	SHIP-1_FF_smk_CHRX_males_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR1_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR1_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR10_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR10_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR11_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR11_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR12_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR12_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR13_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR13_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR14_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR14_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR15_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR15_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR16_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR16_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR17_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR17_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR18_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR18_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR19_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR19_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR2_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR2_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR20_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR20_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR21_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR21_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR22_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR22_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR3_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR3_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR4_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR4_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR5_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR5_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR6_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR6_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR7_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR7_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR8_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR8_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHR9_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHR9_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHRX_females_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHRX_females_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_nonsmk_CHRX_males_SW_16092020.gz	SHIP-1_FVC_nonsmk_CHRX_males_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR1_SW_16092020.gz	SHIP-1_FVC_smk_CHR1_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR10_SW_16092020.gz	SHIP-1_FVC_smk_CHR10_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR11_SW_16092020.gz	SHIP-1_FVC_smk_CHR11_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR12_SW_16092020.gz	SHIP-1_FVC_smk_CHR12_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR13_SW_16092020.gz	SHIP-1_FVC_smk_CHR13_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR14_SW_16092020.gz	SHIP-1_FVC_smk_CHR14_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR15_SW_16092020.gz	SHIP-1_FVC_smk_CHR15_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR16_SW_16092020.gz	SHIP-1_FVC_smk_CHR16_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR17_SW_16092020.gz	SHIP-1_FVC_smk_CHR17_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR18_SW_16092020.gz	SHIP-1_FVC_smk_CHR18_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR19_SW_16092020.gz	SHIP-1_FVC_smk_CHR19_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR2_SW_16092020.gz	SHIP-1_FVC_smk_CHR2_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR20_SW_16092020.gz	SHIP-1_FVC_smk_CHR20_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR21_SW_16092020.gz	SHIP-1_FVC_smk_CHR21_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR22_SW_16092020.gz	SHIP-1_FVC_smk_CHR22_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR3_SW_16092020.gz	SHIP-1_FVC_smk_CHR3_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR4_SW_16092020.gz	SHIP-1_FVC_smk_CHR4_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR5_SW_16092020.gz	SHIP-1_FVC_smk_CHR5_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR6_SW_16092020.gz	SHIP-1_FVC_smk_CHR6_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR7_SW_16092020.gz	SHIP-1_FVC_smk_CHR7_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR8_SW_16092020.gz	SHIP-1_FVC_smk_CHR8_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHR9_SW_16092020.gz	SHIP-1_FVC_smk_CHR9_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHRX_females_SW_16092020.gz	SHIP-1_FVC_smk_CHRX_females_SW_21012020.gz	check
SHIP-1	SHIP-1_INVFVC_smk_CHRX_males_SW_16092020.gz	SHIP-1_FVC_smk_CHRX_males_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR1_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR1_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR10_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR10_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR11_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR11_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR12_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR12_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR13_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR13_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR14_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR14_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR15_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR15_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR16_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR16_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR17_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR17_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR18_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR18_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR19_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR19_SW_21012020.gz	check
SHIP-1	SHIP-1_INVPEF_nonsmk_CHR2_SW_16092020.gz	SHIP-1_PEF_nonsmk_CHR2_SW_21012020.gz	check
